segments,variable,value
Netherlands3171,R,0.4833055
Netherlands3163,R,0
Netherlands3166,R,0.0013055
Netherlands3172,R,0.0013055
Netherlands3173,R,0.0013055
Netherlands3174,R,0
Netherlands3175,R,0.0013055
Netherlands3177,R,0
Netherlands3178,R,0
Netherlands3180,R,0
Netherlands3181,R,0
Netherlands3183,R,0.6183055
Netherlands3184,R,0.4753055
Netherlands3191,R,0
Netherlands3192,R,0
Netherlands3193,R,0
Netherlands3194,R,0
Netherlands8848,R,0
Netherlands8849,R,0
Netherlands8850,R,0.0013055
Netherlands8851,R,0.5304094
Netherlands8852,R,0.0013055
Norway9114,R,0.103395
RussianFederation663,R,0.2290492
RussianFederation2725,R,0.024838
RussianFederation11443,R,0.0042019
RussianFederation2968,R,0.169041018
RussianFederation2969,R,0.001338
RussianFederation2975,R,0.198338
RussianFederation2976,R,0.388338
RussianFederation2977,R,0.475338
RussianFederation2979,R,0.190338
RussianFederation2980,R,0.595338
RussianFederation2981,R,0.186338
RussianFederation2982,R,0.173338
RussianFederation2983,R,0.202338
RussianFederation2978,R,0.143338
RussianFederation2984,R,0.234338
RussianFederation2985,R,0.179338
RussianFederation2986,R,0.163338
RussianFederation2987,R,0.001338
RussianFederation2988,R,0.148338
Turkey717,R,0.010816
Turkey723,R,0.010816
UnitedKingdom8828,R,0.1685575
Georgia665,R,0.049239
Georgia666,R,0.164239
Georgia667,R,0.049239
Georgia668,R,0.049239
Georgia669,R,0.049239
Georgia672,R,0.049239
Georgia673,R,0.0056869
Georgia674,R,0.1206869
Georgia675,R,0.1246869
Georgia676,R,0.1316869
Georgia670,R,0.049239
Georgia671,R,0.049239
Greece9261,R,0.1001113
Greece9242,R,0.013131
Greece9245,R,0.013131
Greece9241,R,0.119131
Greece9244,R,0.119131
Japan11578,R,0.011395
Japan11579,R,0.011395
Japan11612,R,0.134395
Japan11625,R,0.129395
Japan11485,R,0.1045405
Japan11565,R,0.104304
Japan11568,R,0.1668756
Japan11571,R,0.069682
Japan11572,R,0.102681
Japan11575,R,0.103681
Japan11576,R,0.011395
Japan11573,R,0.082158
Japan11399,R,0.0067305
Japan11400,R,0.0097392
Japan11373,R,0.1734169
Japan11374,R,0.1264169
Japan11375,R,0.1036705
Japan11376,R,0.1246705
Japan11378,R,0.029624
Japan11379,R,0.024593
Japan11382,R,0.294593
Japan11478,R,0.1122957
Japan11401,R,0.468408
Japan11404,R,0.024408
Japan11411,R,0.12659
Japan11412,R,0.13859
Japan11414,R,0.356065
Japan11422,R,0.323065
Japan11363,R,0.237484
Japan11366,R,0.238484
Japan11367,R,0.233484
Japan11368,R,0.103484
Japan11370,R,0.14084
Japan11371,R,0.2934169
Japan11372,R,0.0084169
Japan11394,R,0.238527
Japan11395,R,0
Japan11403,R,0.1226912
Japan11397,R,0
Japan11402,R,0.053363
Japan11563,R,0.314623
Japan11583,R,0.306623
Japan11584,R,0.19889
Japan11613,R,0.051415
Japan11623,R,0.161415
Japan11624,R,0.159415
Japan11628,R,0.231362
Japan11629,R,0.322362
Japan11630,R,0.199362
Japan11409,R,0
Japan11415,R,0.1192446
Japan11416,R,0.1450947
Japan11417,R,0.1596689
Japan11418,R,0
Japan11419,R,0.2186689
Japan11420,R,0.0096689
Japan11421,R,0
Japan11361,R,0.1178653
Japan11362,R,0.1252008
Japan11391,R,0.1797
Japan11365,R,0.0076089
Japan11380,R,0.210377
Japan11381,R,0.0078332
Japan11384,R,0.02903
Japan11427,R,0.02903
Japan11385,R,0
Japan11386,R,0
Japan11387,R,0.2449037
Japan11388,R,0.106606
Japan11392,R,0.1273419
Japan11334,R,0.1565324
Japan11336,R,0.048106
Japan11425,R,0.1239356
Japan3286,R,0.020512
Japan11126,R,0.145633
Japan11164,R,0.12016
Japan11174,R,0.1700806
Japan11180,R,0.173741
Japan11186,R,3.332098
Japan11187,R,0.215098
Japan11188,R,0.215098
Japan11189,R,0.100098
Japan11194,R,0.250098
Japan11195,R,0.118098
Japan11210,R,0.1259411
Japan11212,R,0.1159411
Japan11213,R,3.3589411
Japan11227,R,0.1273817
Japan11229,R,0.1175217
Japan11239,R,0.3322268
Japan11240,R,0.3675347
Japan11249,R,0.2892268
Japan11185,R,0.1065365
Japan11208,R,0.1245365
Japan11211,R,0.1425217
Japan11224,R,0.1265217
Japan11225,R,0.1195217
Japan11226,R,3.4285217
Japan11280,R,0.1295829
Japan11283,R,0.1145829
Japan11284,R,0.1495829
Japan11333,R,0.1235829
Japan11273,R,0.1644554
Japan11277,R,0.174571
Mexico5397,R,0.0019689
Portugal8226,R,6.6328e-4
Portugal8240,R,0.11266328
Portugal8241,R,6.6328e-4
Portugal8242,R,0.11066328
Portugal8245,R,6.6328e-4
Portugal8247,R,0.10866328
Portugal8273,R,0.23366328
Portugal8274,R,0.21966328
Portugal8275,R,0.21766328
Portugal8276,R,0.21766328
Portugal8277,R,6.6328e-4
Portugal8278,R,0.11866328
Portugal8279,R,6.6328e-4
Portugal8321,R,0.11666328
Portugal8322,R,0.11966328
Portugal8323,R,0.22866328
Portugal8324,R,6.6328e-4
Portugal8325,R,6.6328e-4
Portugal8326,R,6.6328e-4
Portugal8346,R,6.6328e-4
Portugal8429,R,0.2122069
Portugal8430,R,0.2122069
Portugal8431,R,0.1072069
Portugal8432,R,0.2122069
Portugal8433,R,3.3182069
RussianFederation2745,R,0.359929
RussianFederation2746,R,0.422929
RussianFederation2747,R,0.338929
RussianFederation2748,R,0.263929
RussianFederation2749,R,0.346929
RussianFederation9263,R,0.155883
RussianFederation2687,R,0.325957
RussianFederation2726,R,0.024838
RussianFederation2727,R,0.024838
RussianFederation9281,R,0.024838
RussianFederation2544,R,0.0041046
RussianFederation2945,R,0.304121
RussianFederation2947,R,0.380121
RussianFederation2948,R,0.274121
RussianFederation2527,R,0.118987
RussianFederation2528,R,0.252987
RussianFederation11681,R,0.120987
RussianFederation2550,R,0.0041046
RussianFederation2546,R,0.0041046
RussianFederation2547,R,0.0041046
RussianFederation2548,R,0.0041046
RussianFederation2549,R,0.4351046
RussianFederation2518,R,0.011395
RussianFederation2512,R,0.011395
RussianFederation2513,R,0.011395
RussianFederation2514,R,0.011395
RussianFederation2515,R,0.011395
RussianFederation2516,R,0.011395
RussianFederation2517,R,0.011395
RussianFederation2511,R,0.011395
RussianFederation2509,R,0.011395
RussianFederation2510,R,0.261395
RussianFederation631,R,0.1400492
RussianFederation633,R,0.2690492
RussianFederation634,R,0.2690492
RussianFederation635,R,0.4180492
RussianFederation636,R,0.2810492
RussianFederation637,R,0.2680492
RussianFederation638,R,0.1280492
RussianFederation639,R,0.2450492
RussianFederation640,R,0.1310492
RussianFederation641,R,0.2740492
RussianFederation642,R,0.1620492
RussianFederation643,R,0.1780492
RussianFederation2494,R,0.15369
RussianFederation2495,R,0.32769
RussianFederation2496,R,0.31169
RussianFederation2497,R,0.15269
RussianFederation2498,R,0.31969
RussianFederation2499,R,0.24669
RussianFederation2500,R,0.26769
RussianFederation2501,R,0.24269
RussianFederation2502,R,0.26569
RussianFederation2503,R,0.25569
RussianFederation2504,R,0.11669
RussianFederation2505,R,0.35769
RussianFederation2507,R,0.27669
RussianFederation11223,R,0.18569
RussianFederation11585,R,0.011395
RussianFederation11586,R,0.011395
RussianFederation11587,R,0.267395
RussianFederation11588,R,0.011395
RussianFederation11589,R,0.011395
RussianFederation11590,R,0.011395
RussianFederation11591,R,0.011395
RussianFederation11596,R,0.011395
RussianFederation11597,R,0.011395
RussianFederation11598,R,0.011395
RussianFederation11599,R,0.011395
RussianFederation11707,R,0.0041046
RussianFederation11708,R,0.0041046
RussianFederation11711,R,0.0041046
RussianFederation11592,R,0.278395
RussianFederation11593,R,0.152395
RussianFederation11594,R,0.160395
RussianFederation11595,R,0.011395
RussianFederation11600,R,0.166395
RussianFederation11601,R,0.182395
RussianFederation11602,R,0.185395
RussianFederation11603,R,0.169395
RussianFederation11605,R,0.402395
RussianFederation11606,R,0.178395
RussianFederation11607,R,0.011395
RussianFederation11608,R,0.011395
RussianFederation11609,R,0.153395
RussianFederation11610,R,0.011395
RussianFederation11611,R,0.011395
RussianFederation644,R,0.2520492
RussianFederation645,R,0.1740492
RussianFederation646,R,0.1770492
RussianFederation647,R,0.0010492
RussianFederation648,R,0.0010492
RussianFederation649,R,0.1500492
RussianFederation650,R,0.0010492
RussianFederation651,R,0.0010492
RussianFederation652,R,0.0010492
RussianFederation654,R,0.2850492
RussianFederation655,R,0.1090492
RussianFederation656,R,0.3180492
RussianFederation657,R,0.2120492
RussianFederation658,R,0.2340492
RussianFederation659,R,0.2330492
RussianFederation660,R,0.2130492
RussianFederation661,R,0.1160492
RussianFederation662,R,0.2320492
Spain8445,R,0.1983075
Spain8446,R,0.1983075
Spain8447,R,0.1993075
Spain8452,R,0.1983075
Spain8469,R,0.1983075
Spain8476,R,0.1993075
Spain8477,R,0.1983075
Spain8478,R,0.1983075
Spain8550,R,0.10553543
Spain8557,R,0.10453543
Spain8558,R,0.32153543
Spain8559,R,0.21653543
Turkey677,R,0.1116869
Ukraine630,R,0.0010492
Ukraine625,R,0.1650492
Ukraine626,R,0.0010492
Ukraine627,R,0.1410492
Ukraine628,R,0.2700492
Ukraine629,R,0.0010492
Ukraine575,R,0.1757412
Ukraine577,R,0.1857412
Ukraine566,R,0.2146645
Ukraine568,R,0.1846645
Ukraine569,R,0.1836645
Ukraine570,R,0.1716645
Ukraine572,R,0.1617412
Ukraine624,R,0.1400492
Ukraine589,R,0.1747412
Ukraine590,R,0.1857412
Ukraine593,R,0.1617412
Ukraine594,R,0.1437412
Ukraine602,R,0.1297412
Ukraine603,R,0.2847412
Ukraine604,R,0.1547412
Ukraine607,R,0.1710492
Ukraine608,R,0.3710492
Ukraine609,R,0.3710492
Ukraine610,R,0.1760492
Ukraine611,R,0.1580492
Ukraine612,R,0.1800492
Ukraine596,R,0.1427412
Ukraine597,R,0.1387412
Ukraine598,R,0.2287412
Ukraine599,R,0.3417412
Ukraine600,R,0.2257412
Ukraine601,R,0.1117412
Ukraine580,R,0
Ukraine581,R,0
Ukraine582,R,0
Bermuda7942,R,0.1433467
Canada7717,R,0.1874066
Japan11177,R,0.135512
Japan11178,R,0.412512
Japan11184,R,0.145512
Japan11279,R,0.128512
Japan11281,R,0.128512
Japan10880,R,0.11657329
Japan10881,R,0.11657329
Japan10882,R,0.10957329
Japan10883,R,0.23057329
Japan10884,R,0.13957329
Japan10885,R,0.13157329
Japan10886,R,0.12657329
Japan11109,R,0.14157329
Japan11115,R,0.12657329
Japan11116,R,0.19357329
Japan11117,R,0.15457329
Japan11163,R,0.1349674
Japan11175,R,0.2199674
Spain8479,R,0.1983075
Spain8480,R,3.3023075
Spain8481,R,0.1983075
Spain8482,R,0.1983075
Spain8483,R,0.2013075
Spain8484,R,0.2093075
Spain8485,R,0.1983075
Spain8486,R,0.1983075
Spain8534,R,0.10351043
Spain8535,R,0.20751043
Spain8536,R,0.21051043
Spain8537,R,0.22351043
Spain8538,R,0.10651043
UnitedStates4079,R,0.0034066
UnitedStates4089,R,0
UnitedStates4090,R,0.2369433
UnitedStates4091,R,0.2589433
UnitedStates4092,R,0.2029433
UnitedStates4093,R,0.1769433
UnitedStates4094,R,0.1799433
UnitedStates4095,R,0.1969433
UnitedStates4171,R,0.1916297
UnitedStates4172,R,0.1716297
UnitedStates4173,R,0.1726297
UnitedStates4174,R,0.1616297
UnitedStates4175,R,0.1796297
UnitedStates4176,R,0.2196297
UnitedStates4177,R,0.642955
UnitedStates4178,R,0.1956297
UnitedStates4179,R,0.2126297
UnitedStates4180,R,0
UnitedStates4181,R,0.1316297
UnitedStates4182,R,0.1716297
UnitedStates4183,R,0.1816297
UnitedStates4184,R,0.1926297
UnitedStates7452,R,0.156573
UnitedStates7453,R,0.296573
UnitedStates7454,R,0.257573
UnitedStates7455,R,0.550573
UnitedStates7456,R,0.380573
UnitedStates7461,R,0.647135
UnitedStates7462,R,0
UnitedStates7463,R,0.6796297
UnitedStates7464,R,0.2606297
UnitedStates7465,R,0.2396297
UnitedStates7466,R,0.2816297
UnitedStates7467,R,0.215571
UnitedStates7468,R,0.226571
UnitedStates7469,R,0.276571
UnitedStates7470,R,0.189571
UnitedStates7471,R,0.192571
UnitedStates7472,R,0.184571
UnitedStates7473,R,0.193571
UnitedStates7474,R,0.013958
UnitedStates7475,R,0.013571
UnitedStates7476,R,0.292571
UnitedStates7477,R,0.300571
UnitedStates7478,R,0.336571
UnitedStates7479,R,0.240571
UnitedStates7480,R,0.269571
UnitedStates7481,R,0
UnitedStates7482,R,0
UnitedStates7483,R,0
UnitedStates7484,R,0
UnitedStates7485,R,0.415571
UnitedStates7486,R,0.409955
UnitedStates7487,R,0.322955
UnitedStates7488,R,0.777955
UnitedStates7489,R,0.435955
UnitedStates7490,R,0.825135
UnitedStates4080,R,5.1239e-4
UnitedStates4083,R,5.1239e-4
UnitedStates4084,R,0.21751239
UnitedStates4085,R,0.29551239
UnitedStates4086,R,0.24251239
UnitedStates4087,R,0.21051239
UnitedStates4081,R,0.27651239
UnitedStates4082,R,0.0020203
UnitedStates7646,R,0.0056199
UnitedStates7650,R,0.0056199
UnitedStates4220,R,0.421258
UnitedStates4260,R,0.336258
UnitedStates4255,R,0.172258
UnitedStates4256,R,0.255258
UnitedStates4257,R,0.404258
UnitedStates4258,R,0.434258
UnitedStates4259,R,0.480258
UnitedStates4261,R,0.224124
UnitedStates4133,R,0.2418692
UnitedStates4148,R,0.1716297
UnitedStates4149,R,0.1724094
UnitedStates4150,R,0.1854094
UnitedStates4151,R,0.2374094
UnitedStates4152,R,0.1944094
UnitedStates4153,R,0.2124094
UnitedStates4154,R,0.2384094
UnitedStates4155,R,0.2384094
UnitedStates4156,R,0.1844094
UnitedStates4157,R,0.1904094
UnitedStates4158,R,0.2054094
UnitedStates4159,R,0.2004094
UnitedStates4160,R,0.2468692
UnitedStates4161,R,0.2178692
UnitedStates4162,R,0.2168692
UnitedStates4163,R,0.2258692
UnitedStates4164,R,0.1908692
UnitedStates4165,R,0.2088692
UnitedStates4166,R,0.2198692
UnitedStates4167,R,0.2348692
UnitedStates4168,R,0.3318692
UnitedStates4169,R,0.2968692
UnitedStates4170,R,0.2718692
UnitedStates4109,R,0.010109
UnitedStates4123,R,0.215109
UnitedStates4124,R,0.214109
UnitedStates4125,R,0.010109
UnitedStates4128,R,0.3285868
UnitedStates4129,R,0.2755868
UnitedStates4134,R,0.2118692
UnitedStates4135,R,0.200109
UnitedStates4136,R,0.208109
UnitedStates4137,R,0.212109
UnitedStates4138,R,0.213109
UnitedStates4139,R,0.175109
UnitedStates4140,R,0.213109
UnitedStates4141,R,0.212109
UnitedStates4142,R,0.2905868
UnitedStates4143,R,0.6105868
UnitedStates4144,R,0.682109
UnitedStates4145,R,0.781109
UnitedStates4146,R,0
UnitedStates4147,R,0.859109
UnitedStates7593,R,0
UnitedStates7594,R,0.368109
UnitedStates7595,R,0.367109
UnitedStates7596,R,0.935109
UnitedStates7597,R,0.259109
UnitedStates7598,R,0.252109
UnitedStates7599,R,0.254109
UnitedStates7600,R,0.255109
UnitedStates7601,R,0.257109
UnitedStates7602,R,0.247109
UnitedStates7603,R,0.240109
UnitedStates7604,R,0.244109
UnitedStates4096,R,0.2269433
UnitedStates4097,R,0.3329433
UnitedStates4099,R,0.2179433
UnitedStates4100,R,0.1828782
UnitedStates4101,R,0.2308782
UnitedStates4102,R,0.2208782
UnitedStates4103,R,0.2248782
UnitedStates4104,R,0.2270266
UnitedStates4105,R,0.2280266
UnitedStates4106,R,0.2750266
UnitedStates4107,R,0.2020266
UnitedStates4108,R,0.1970266
UnitedStates4110,R,0.257027
UnitedStates4111,R,0.394027
UnitedStates4112,R,0.0090266
UnitedStates4113,R,0.2510266
UnitedStates4114,R,0.011027
UnitedStates4115,R,0.280027
UnitedStates4116,R,0.2763978
UnitedStates4117,R,0.2243978
UnitedStates4118,R,0.0093978
UnitedStates4119,R,0.2113978
UnitedStates4120,R,0.1943978
UnitedStates4121,R,0
UnitedStates4122,R,0.1950266
UnitedStates4126,R,0.2745868
UnitedStates4127,R,0.2735868
UnitedStates4130,R,0.2725868
UnitedStates4131,R,0.2685868
UnitedStates4132,R,0
UnitedStates7612,R,0.011027
UnitedStates7639,R,0.014108
UnitedStates7640,R,0.387108
UnitedStates7641,R,0.014108
UnitedStates4221,R,0
UnitedStates4185,R,0.2156297
UnitedStates4186,R,0.264135
UnitedStates4187,R,0.251573
UnitedStates4188,R,0.281573
UnitedStates4189,R,0.296573
UnitedStates4190,R,0.647573
UnitedStates4191,R,0
UnitedStates4192,R,0.252573
UnitedStates4193,R,0.213418
UnitedStates4194,R,0.491418
UnitedStates4195,R,0.021418
UnitedStates4196,R,0.366418
UnitedStates4197,R,0.286418
UnitedStates4198,R,0.252418
UnitedStates4199,R,0.242418
UnitedStates4200,R,0.290418
UnitedStates4204,R,0.553418
UnitedStates4205,R,0.621418
UnitedStates4206,R,0.365418
UnitedStates4207,R,0
UnitedStates4208,R,0.667418
UnitedStates4222,R,0.374258
UnitedStates4223,R,0
UnitedStates4224,R,0.847258
UnitedStates4225,R,0.344258
UnitedStates4226,R,0
UnitedStates4227,R,0
UnitedStates4228,R,0.012258
UnitedStates4229,R,0
UnitedStates4230,R,0.338124
UnitedStates4231,R,0.720124
UnitedStates4232,R,0.643124
UnitedStates4233,R,0
UnitedStates4234,R,0
UnitedStates4235,R,0.544124
UnitedStates4236,R,0.019635
UnitedStates4201,R,0.37688
UnitedStates4202,R,0.02188
UnitedStates4203,R,0.47888
UnitedStates4209,R,0.02188
UnitedStates4210,R,0.02188
UnitedStates4211,R,0.02188
UnitedStates4212,R,0.50388
UnitedStates4213,R,0
UnitedStates4214,R,0.02188
UnitedStates4215,R,0
UnitedStates4216,R,0.02188
UnitedStates4217,R,0.56688
UnitedStates4218,R,0.02188
UnitedStates4219,R,0
UnitedStates4237,R,0.565635
UnitedStates4238,R,0.445635
UnitedStates4239,R,0.449635
UnitedStates4240,R,0.507635
UnitedStates4241,R,0
UnitedStates4242,R,0
UnitedStates4243,R,0
UnitedStates4244,R,0.019635
UnitedStates4245,R,0.51088
UnitedStates4246,R,0.48488
UnitedStates4247,R,0.34588
UnitedStates4248,R,0.02188
UnitedStates4249,R,0.38088
UnitedStates4250,R,0.45188
UnitedStates4251,R,0.45788
UnitedStates4252,R,0.34488
UnitedStates4253,R,0.29388
UnitedStates4254,R,0.20088
UnitedStates4262,R,0.215124
UnitedStates4263,R,0.208124
UnitedStates4264,R,0.366124
UnitedStates4265,R,0.284124
UnitedStates4266,R,0.017315
UnitedStates4267,R,0.164315
UnitedStates4269,R,0.164315
UnitedStates4275,R,0
UnitedStates4276,R,0.487315
UnitedStates4277,R,0.017315
UnitedStates4280,R,0.294575
UnitedStates4311,R,0.177575
UnitedStates4312,R,0.675575
UnitedStates4270,R,0.164315
UnitedStates4271,R,0.434315
UnitedStates4272,R,0.574315
UnitedStates4273,R,0.686315
UnitedStates4278,R,0.017315
UnitedStates4279,R,0.017755
UnitedStates4281,R,0.243575
UnitedStates4282,R,0.013575
UnitedStates4283,R,0.013575
UnitedStates4284,R,0.018958
UnitedStates4285,R,0.01643
UnitedStates4286,R,0
UnitedStates4287,R,0
UnitedStates4289,R,0.01643
UnitedStates4290,R,0.01643
UnitedStates4291,R,0.014141
UnitedStates4292,R,0.432141
UnitedStates4293,R,0.568141
UnitedStates4294,R,0
UnitedStates4295,R,0
UnitedStates4296,R,0
UnitedStates4297,R,0.295141
UnitedStates4298,R,0
UnitedStates4299,R,0
UnitedStates4300,R,0
UnitedStates4301,R,0.014141
UnitedStates4302,R,0.014141
UnitedStates4303,R,0.185124
UnitedStates4304,R,0.181124
UnitedStates4305,R,0.219124
UnitedStates4306,R,0.01643
UnitedStates4307,R,0.017641
UnitedStates4308,R,0.017641
UnitedStates4346,R,0.022182
UnitedStates4351,R,0.020122
UnitedStates4352,R,0.020122
UnitedStates4353,R,0.020122
UnitedStates4354,R,0.020122
UnitedStates4355,R,0
UnitedStates4356,R,0.020122
UnitedStates4357,R,0.022182
UnitedStates4358,R,0.020122
UnitedStates4359,R,0.020122
UnitedStates4360,R,0.020122
UnitedStates4361,R,0.022565
UnitedStates4362,R,0.020122
UnitedStates4363,R,0
UnitedStates4364,R,0.020122
UnitedStates4365,R,0.0046651
UnitedStates4366,R,0.0046651
UnitedStates4368,R,0.020122
UnitedStates7530,R,0.020122
UnitedStates4367,R,0.0046651
UnitedStates4369,R,0.0046651
UnitedStates4370,R,0.0046651
UnitedStates4371,R,0.3366651
UnitedStates4372,R,0.0046651
UnitedStates4373,R,0
UnitedStates4374,R,0.0046651
UnitedStates4398,R,0.0072673
UnitedStates4313,R,0
UnitedStates4314,R,0.244575
UnitedStates4315,R,0.220575
UnitedStates4316,R,0.609575
UnitedStates4317,R,0.018958
UnitedStates4321,R,0.020286
UnitedStates4322,R,0.020286
UnitedStates4323,R,0.020286
UnitedStates4324,R,0.024545
UnitedStates4325,R,0
UnitedStates4326,R,0
UnitedStates4327,R,0.759545
UnitedStates4328,R,0.429545
UnitedStates4329,R,0
UnitedStates4330,R,0.321286
UnitedStates4331,R,0.020286
UnitedStates4335,R,0.020286
UnitedStates4336,R,0.024545
UnitedStates4337,R,0.024545
UnitedStates4338,R,0
UnitedStates4339,R,0.790545
UnitedStates4340,R,0
UnitedStates4341,R,0
UnitedStates4342,R,0.373182
UnitedStates4343,R,0.272182
UnitedStates4344,R,0.226182
UnitedStates4345,R,0.371182
UnitedStates4384,R,0.011669
UnitedStates4399,R,0
UnitedStates4400,R,0.012284
UnitedStates4401,R,0.325284
UnitedStates4402,R,0.324284
UnitedStates4403,R,0.012284
UnitedStates4404,R,0.012284
UnitedStates4405,R,0.012284
UnitedStates4406,R,0
UnitedStates4407,R,0.012284
UnitedStates4408,R,0.012284
UnitedStates4385,R,0
UnitedStates4386,R,0
UnitedStates4387,R,0
UnitedStates4388,R,0.011669
UnitedStates4389,R,0.011669
UnitedStates4390,R,0
UnitedStates4391,R,0.011669
UnitedStates4392,R,0.0072893
UnitedStates4393,R,0.3382893
UnitedStates4394,R,0.2852673
UnitedStates4395,R,0.2532673
UnitedStates4396,R,0.2142673
UnitedStates4397,R,0.1932673
UnitedStates4569,R,0.2714835
UnitedStates4592,R,0
UnitedStates4593,R,0.244247
UnitedStates4594,R,0.160247
UnitedStates4595,R,0.331247
UnitedStates4596,R,0.015247
UnitedStates4599,R,0.015247
UnitedStates4600,R,0
UnitedStates4601,R,0
UnitedStates4615,R,0.015247
UnitedStates4603,R,0
UnitedStates4604,R,0.015247
UnitedStates4605,R,0.216247
UnitedStates4606,R,0.229247
UnitedStates4607,R,0.015247
UnitedStates4608,R,0.015247
UnitedStates4609,R,0.015247
UnitedStates4610,R,0.015247
UnitedStates4611,R,0
UnitedStates4612,R,0
UnitedStates4613,R,0
UnitedStates4614,R,0.333247
UnitedStates4628,R,0
UnitedStates4409,R,0.3676327
UnitedStates4410,R,0.0046327
UnitedStates4411,R,0.2866327
UnitedStates4412,R,0.0046327
UnitedStates4414,R,0.0046327
UnitedStates4623,R,0
UnitedStates4624,R,0
UnitedStates4625,R,0.072018
UnitedStates4626,R,0.072018
UnitedStates4621,R,0.072018
UnitedStates4622,R,0
UnitedStates4627,R,0.072018
UnitedStates4629,R,0
UnitedStates4655,R,0
UnitedStates5738,R,0.080628
UnitedStates4554,R,0.2012224
UnitedStates4557,R,0.4242224
UnitedStates4558,R,0.5952224
UnitedStates4559,R,0.6312224
UnitedStates4560,R,0
UnitedStates4570,R,0.2664835
UnitedStates4571,R,0.0024835
UnitedStates4572,R,0.2354835
UnitedStates4573,R,0.2164835
UnitedStates4574,R,0.1664835
UnitedStates4575,R,0.0024835
UnitedStates4576,R,0.3824835
UnitedStates4577,R,0.3244835
UnitedStates4578,R,0.2184835
UnitedStates4579,R,0.2174835
UnitedStates4580,R,0.2114835
UnitedStates4581,R,0.2064835
UnitedStates4582,R,0.2184835
UnitedStates4583,R,0.2344835
UnitedStates4584,R,0.2314835
UnitedStates4585,R,0.4694835
UnitedStates4586,R,0.2302224
UnitedStates6749,R,3.3224835
UnitedStates6750,R,0.5684835
